Country,Region,Subregion,City
burundi,muyinga,butihinda,kamaramagambo
yemen,marib,marib,al kawlah
yemen,lahij,tuban,al husayni
south africa,north west,bojanala,photsaneng
india,gujarat,surat,kosamba
angola,huambo,caala,cuima
south africa,gauteng,west rand,bekkersdal
pakistan,punjab,sialkot,raja harpal
cameroon,extreme-nord,mayo-sava,charif-moussari
south africa,western cape,city of cape town,eastridge
central african republic,ouaka,bambari,groupement boyo
madagascar,fianarantsoa,atsimo-atsinana,mangarangarana
india,punjab,bathinda,kot fatta
india,punjab,sahibzada ajit singh nagar,dera bassi
india,madhya pradesh,khargone,bhikangaon
nigeria,kano,shanono,shanono
algeria,jijel,el aouana,el aouana
democratic republic of congo,kasai-occidental,lulua,bukonde
somalia,hiiraan,belet weyne,jenta-kundisho
palestine,west bank,ramallah,modiin ilit
algeria,jijel,bouraoui belhadef,mechta ouled amrane
somalia,mudug,gaalkacyo,hilmo
kenya,trans nzoia,kwanza,kwanza
south africa,limpopo,waterberg,bela-bela
syria,hama,hama,andreen - androna
afghanistan,logar,mohammad agha,zayd abad
south africa,north west,bojanala,modderspruit
south africa,gauteng,city of johannesburg,zola
algeria,biskra,biskra,biskra
afghanistan,kunduz,kunduz,shorabad
tunisia,sousse,enfidha,enfida
yemen,shabwah,mayfaa,azzan
somalia,jubbada hoose,kismayo,dalxiiska
iraq,sala al-din,daur,aziz balad
central african republic,ouham,markounda,tale
algeria,tebessa,el aouinet,boukhadra
afghanistan,kunar,wata pur,wata pur
malawi,balaka,balaka town,balaka
india,tamil nadu,tirunelveli,ventrilingapuram
democratic republic of congo,sud-kivu,sud-kivu,kitumba
rwanda,iburengerazuba,ngororero,ngororero
uganda,mbarara,kashari,rubaya
syria,idleb,ariha,rami
uganda,hoima,bugahya,kaiso
sri lanka,north central,anuradhapura,kahatagasdigiliya
cameroon,extreme-nord,mayo-tsanaga,tourou
bahrain,central,,al hamalah
india,jammu and kashmir,kulgam,chawalgam
uganda,tororo,bunyole,busabi
turkey,ankara,cankaya,cankaya
zambia,lusaka,kafue,lilanda
india,nagaland,mokokchung,merangkong
ivory coast,lagunes,grands ponts,jacqueville
palestine,west bank,nablus,dayr sharaf
syria,hama,hama,hamdaniyeh
india,assam,baksa,barama
burundi,makamba,nyanza-lac,mukungu
bahrain,capital,,manama-juffair
somalia,jubbada hoose,kismayo,kudhaa
syria,aleppo,as-safira,judaydah
ethiopia,oromia,borena,hagere maryam
somalia,woqooyi galbeed,hargeysa,mahamud haybe
democratic republic of congo,orientale,haut-uele,bosso
iraq,ninewa,mosul,aski musil
pakistan,punjab,jhang,shah jeewna
iran,razavi khorasan,sabzevar,sabzevar
india,uttar pradesh,allahabad,gauhania
mauritania,dakhlet nouadhibou,nouadhibou,nouadhibou
india,gujarat,kachchh,hajipir
egypt,assiut,al qusia,al qusiyah
ethiopia,somali,jarar,kufta
south africa,kwazulu-natal,umkhanyakude,mpukunyoni
kenya,narok,kilgoris,kilgoris
uganda,nebbi,padyere,aryek
benin,mono,lokossa,agame
madagascar,antananarivo,analamanga,antehiroka
india,assam,chirang,amguri
libya,misratah,misratah,misratah
afghanistan,nangarhar,mohmand dara,torkham
syria,quneitra,quneitra,mashara
libya,surt,surt,al-gharbiyat
south sudan,lakes,rumbek east,akot
syria,deir-ez-zor,deir-ez-zor,deir-ez-zor - al-bogeleyyah
somalia,banaadir,mogadisho,heliwa
pakistan,sindh,sanghar,jhol
algeria,tiaret,sebt,ain el mizab
burundi,bujumbura rural,kanyosha1,mwico
democratic republic of congo,nord-kivu,nord-kivu,karuba
rwanda,umujyi wa kigali,nyarugenge,nyarugenge
iraq,ninewa,sinjar,husayn idris
bangladesh,khulna,meherpur,pirojpur
ghana,upper east,kassena/nankana,navrongo
libya,nalut,nalut,takut
zambia,copperbelt,luanshya,rst-luanshya division
india,telangana,mancherial,mancherial
algeria,tizi ouzou,zekri,abdelmoumen
mali,tombouctou,goundam,bintagoungou
kenya,marsabit,north horr,el adi
india,jharkhand,chatra,kundu
namibia,kavango,mpungu,tuguva
sri lanka,north western,kurunegala,mallawapitiya
south africa,kwazulu-natal,sisonke,umzinkulu
angola,malanje,mucari,caculama
democratic republic of congo,sud-kivu,sud-kivu,kambale
pakistan,balochistan,ziarat,ziarat
south sudan,lakes,rumbek centre,cuei chok
burundi,muyinga,muyinga,musenga
democratic republic of congo,nord-kivu,nord-kivu,rumangabo
burundi,kirundo,bwambarangwe,kiyange
yemen,shabwah,ataq,ataq
india,punjab,bathinda,jangirana
pakistan,khyber pakhtunkhwa,hangu,kotki bala
south africa,western cape,city of cape town,milnerton
yemen,taizz,al waziiyah,ar radif
south sudan,eastern equatoria,magwi,pageri
sierra leone,southern,bonthe,mania
saudi arabia,makkah,makkah,wadi numan
somalia,banaadir,mogadisho,suug boole
india,jammu and kashmir,kathua,galk
palestine,west bank,jenin,mevo dotan
nigeria,rivers,ogba/egbema/ndoni,obrikom
ethiopia,southern nations, nationalities and peoples,gurage,welkite
south sudan,central equatoria,morobo,kaleba
sierra leone,northern,port loko,romaforama
egypt,giza,giza,giza square
mozambique,gaza,bilene,bilene
zimbabwe,matabeleland south,umzingwane,mawabeni
namibia,karas,luderitz,kolmanskop
afghanistan,kunduz,kunduz,ortablaqi
zimbabwe,masvingo,gutu,mupandawana
burundi,ngozi,ngozi,kadidiri
swaziland,lubombo,siphofaneni,siphofaneni
pakistan,balochistan,kalat,juhan
afghanistan,kunduz,archi,gul bulaq
democratic republic of congo,maniema,maniema,kasongo
zambia,western,kalabo,sikongo
uganda,kasese,bukonjo,kyarumba
sri lanka,eastern,ampara,nintavur
india,tamil nadu,virudhunagar,virudhunagar
syria,dar'a,dar'a,atman
yemen,al jawf,al matammah,al hadinah
syria,rural damascus,rural damascus,jaramana
sierra leone,eastern,kono,koardu
saudi arabia,jizan,al harth,jabal ad dud
iraq,sala al-din,tikrit,shihah
syria,dar'a,izra',al-thalag
burundi,makamba,kayogoro,kayogoro
syria,idleb,ariha,kafr haya
zimbabwe,mashonaland east,mutoko,mutoko
india,gujarat,mehsana,kadi
sudan,north darfur,el fasher,tina
syria,aleppo,jebel saman,dahrat abd rabou
india,west bengal,burdwan,laudoha
chad,wadi fira,dar tama,kulbus
sudan,south darfur,nyala,deleibiya
somalia,jubbada hoose,afmadow,bilis qooqaani
burundi,kayanza,butaganzwa,butaganzwa
yemen,taizz,al mudhaffar,ar rabii
ethiopia,amhara,debub wollo,eastern gojam
nigeria,bauchi,giade,giade
syria,idleb,harim,hezreh - hezri
india,haryana,bhiwani,bapora
ethiopia,amhara,debub wollo,dolo
somalia,hiiraan,belet weyne,sigaalow
niger,agadez,tchighozerine,aouderas
sierra leone,northern,port loko,namiekanuh
india,gujarat,anand,khambhat
algeria,medea,seghouane,chaba melaha
pakistan,sindh,karachi city,north nazimabad
somalia,bakool,rab dhuure,war hinshile
palestine,west bank,salfit,iskaka
india,telangana,nagarkurnool,nagarkurnool
pakistan,sindh,karachi city,karachi-defense housing authority
jordan,mafraq,ar ruwayshid,rukban
sierra leone,northern,koinadugu,kakoyia
syria,hama,hama,abu hurayj
palestine,west bank,jenin,kafr dan
egypt,assiut,sahil salim,ash shamiyah
turkey,kahramanmaras,turkoglu,kilili
turkey,erzurum,karayazi,geventepe
malawi,mwanza,mwanza boma,mwanza
burundi,makamba,makamba,kinoso
syria,aleppo,jebel saman,dweir elzaytun
syria,idleb,al ma'ra,tal kersyan
sri lanka,western,colombo,sedawatte
turkey,bilecik,bilecik,bilecik
iraq,ninewa,mosul,hallah
chad,sila,sila,goz amer
yemen,al mahwit,milhan,bani hujjaj
algeria,adrar,ouled ahmed temmi,ouaina
afghanistan,urozgan,shahidi hassas,shahidi hassas
iraq,erbil,soran,wadi khakurik
south africa,western cape,city of cape town,philippi
sudan,upper nile,melut,kaka
palestine,west bank,ramallah,bilin
syria,hama,as-salamiyeh,abyan
bangladesh,khulna,satkhira,shyamnagar
syria,rural damascus,darayya,hajar aswad
sudan,east darfur,sheiria,abu dangal
somalia,shabeellaha hoose,wanla weyn,arieegle
vietnam,thura thien-hue,hue,hue
kenya,nairobi,kamukunji,pumwani
bangladesh,rajshahi,nawabganj,chapai nababganj paurashava
democratic republic of congo,orientale,tshopo,yangambi
pakistan,sindh,karachi city,site
pakistan,khyber pakhtunkhwa,kohat,gumbat
rwanda,iburengerazuba,nyamasheke,ngoma
sierra leone,northern,koinadugu,sangbania
yemen,taizz,dimnat khadir,ar rahidah
angola,cuando cubango,calai,licua
nigeria,ogun,ado-odo/ota,ijako
liberia,nimba,buu-yao,butuo
yemen,lahij,al maqatirah,al haqabin
ethiopia,oromia,misraq harerge,midega
cambodia,phnum proek,phnum proek,phnum proek
nigeria,borno,mafa,zangebe
somalia,woqooyi galbeed,hargeysa,dhubato
iran,kordestan,sarvabad,sarvabad
pakistan,punjab,sargodha,mianwali
tunisia,gabes,hamma,mateur
sudan,south kordofan,dilling,el karko
yemen,hajjah,mustaba,as sawamil
algeria,constantine,el khroub,djebel el ouahch
angola,cuanza norte,cazengo,camoma
india,andhra pradesh,srikakulam,akkayyapalem
sudan,equatoria,eastern equatoria,laboni
syria,ar-raqqa,ar-raqqa,ar-raqqa - nazalat shada-furat
kenya,turkana,turkana south,nakwamoru
algeria,oum el bouaghi,souk naamane,bir chouhada
india,meghalaya,west khasi hills,shallang
madagascar,mahajanga,sofia,anahidrano
bangladesh,khulna,chuadanga,kutubpur
yemen,taizz,maqbanah,al mujayri
south africa,gauteng,city of johannesburg,alexandra
zambia,lusaka,chongwe,rufunsa
afghanistan,paktika,zurmat,zurmat
nepal,mid-western,karnali,murma
namibia,kavango,mpungu,kuring kuru
india,maharashtra,mumbai suburban,dahisar
nepal,west,lumbini,sunwal
somalia,bari,qardho,dalweyn
burundi,ruyigi,bweru,bweru
india,kerala,kozhikode,kuttiadi
iraq,ninewa,mosul,qaryat imam gharbi
burundi,kayanza,kabarore,manga
syria,aleppo,al bab,abu jabbar
india,jammu and kashmir,budgam,dachan
ethiopia,afar,afar zone 1,aysaita
south sudan,central equatoria,lainya,loka
lebanon,bekaa,zahleh,dalhamiyeh
syria,hama,hama,shatheh
south africa,kwazulu-natal,ethekwini,greyville
algeria,el tarf,echatt,echatt
syria,idleb,jisr-ash-shugur,zarzur
sudan,bahr el ghazal,lakes,aru
syria,aleppo,jebel saman,rajm omeirat
democratic republic of congo,nord-kivu,nord-kivu,wimbi
south africa,kwazulu-natal,ethekwini,malvern
nepal,mid-western,rapti,salyan khalanga
pakistan,khyber pakhtunkhwa,abbottabad,dhamial
kenya,nakuru,rongai,rongai
yemen,al bayda,al bayda,al hijrah
democratic republic of congo,nord-kivu,nord-kivu,runyonyi
nigeria,ekiti,ekiti west,aramoko-ekiti
india,haryana,sirsa,dadu
mali,segou,macina,manimpe
turkey,trabzon,macka,macka
zimbabwe,mashonaland central,shamva,madziwa mine
india,punjab,ferozepur,hussainiwala
syria,aleppo,as-safira,al-rashadiyah
ethiopia,somali,siti,busa
lebanon,akkar,akkar,bzal
yemen,al hudaydah,ad durayhimi,jamishah
bahrain,southern,,jaww
kenya,laikipia,laikipia west,laikipia
cameroon,nord-ouest,ngo-ketunjia,babessi
somalia,jubbada dhexe,saakow,sagarey
nigeria,kaduna,igabi,igabi
afghanistan,kabul,kabul,shash darak
rwanda,iburengerazuba,rubavu,kanama
nigeria,taraba,bali,suntai
south africa,kwazulu-natal,ethekwini,kwandengezi
south africa,kwazulu-natal,uthukela,ladysmith
india,punjab,gurdaspur,gurdaspur
nepal,mid-western,rapti,ghorahi
central african republic,basse-kotto,alindao,goffo
syria,idleb,al ma'ra,skik
syria,hama,as-suqaylabiyah,as-suqaylabiyah
nepal,west,gandaki,kulung
algeria,ghardaia,zelfana,dakhlet larbaa
algeria,msila,ain errich,ain errich
democratic republic of congo,kasai-occidental,lulua,nguejia
sudan,central darfur,mukjar,salayle
nigeria,cross river,odukpani,odukpani
tanzania,pemba south,chake,tumbatu
somalia,jubbada hoose,jamaame,buur koy
syria,ar-raqqa,ar-raqqa,ayuj
india,himachal pradesh,shimla,mashobra
afghanistan,urozgan,tarinkot,wech karez
india,kerala,kozhikode,koduvally
sudan,red sea,jabiet al maadin,jabet
somalia,togdheer,burao,burco
pakistan,azad jammu and kashmir,bagh,bagh
syria,aleppo,a'zaz,biyanoun
democratic republic of congo,katanga,lualaba,boma
somalia,shabeellaha hoose,afgooye,ceelasha biyaha
democratic republic of congo,orientale,ituri,songolo
pakistan,punjab,faisalabad,faisalabad
ethiopia,oromia,misraq harerge,doroba
mozambique,manica,gondola,gondola
algeria,tipaza,gouraya,gouraya
somalia,bakool,ceel barde,sal-kudhooble
algeria,bordj bou arreridj,tixter,mechta larbaa
sudan,south darfur,shattai,endur
somalia,bari,qardho,rako raaxo
afghanistan,balkh,charbolak,khwajah rushnayi
angola,malanje,mucari,cazumbala
pakistan,balochistan,kech,sariab
uganda,bundibugyo,bwamba,semliki national park
nigeria,osun,ede north,abere
india,punjab,gurdaspur,paharipur
nigeria,kaduna,jemaa,jemaa
namibia,kavango,mpungu,nkurenkuru
nigeria,enugu,igbo eze north,enugu-ezike
india,haryana,hisar,madanheri
nepal,west,gandaki,rangbhang
burkina faso,sahel,soum,gomde-fulbe
ethiopia,amhara,semen gondar,arbaya
cameroon,nord-ouest,mezam,menka
democratic republic of congo,orientale,haut-uele,abimva
india,uttar pradesh,sultanpur,rajapatti
sri lanka,north western,puttalam,chilaw
burundi,gitega,bugendana,kirima
burundi,ruyigi,butaganzwa2,muhene
turkey,siirt,baykan,cevrimtepe
yemen,al bayda,as sawmaah,as sad
pakistan,punjab,kasur,chunian
nigeria,bayelsa,ogbia,ogbomama
yemen,amran,harf sufyan,jabal dhira al ahmar
palestine,west bank,al quds,al quds-silwan
india,karnataka,mandya,mandya
mali,mopti,mopti,kona
djibouti,tadjourah,randa,ribta
burkina faso,centre-nord,bam,kongoussi
democratic republic of congo,orientale,haut-uele,tapili
republic of congo,bouenza,mouyondzi,mouyondzi
sudan,north darfur,ailliet,el taweisha
kenya,migori,kuria west,kuria
turkey,konya,konya,konya
egypt,fayoum,abshaway,qarun
south sudan,northern bahr el ghazal,aweil west,malek
zimbabwe,manicaland,makoni,makoni
sudan,south kordofan,kadugli,kadugli airport
pakistan,khyber pakhtunkhwa,peshawar,samarbagh
turkey,mus,varto,varto
rwanda,iburengerazuba,nyabihu,kinihira
burundi,ruyigi,bweru,rubavu
nigeria,benue,vandeikya,mbara
sierra leone,northern,port loko,okra hills
nigeria,cross river,yakurr,iko esai
syria,ar-raqqa,ar-raqqa,ar-raqqa - andalus
india,himachal pradesh,kangra,rait
angola,bie,camacupa,chissina da mitecha
ethiopia,tigray,misraqawi,gegew
somalia,mudug,xarardheere,ceel cabdi
india,west bengal,malda,paharpur
afghanistan,faryab,pashtun kot,sang-e zard
yemen,sanaa,nihm,dhi saba al jawf
somalia,mudug,gaalkacyo,xarfa
burkina faso,est,gnagna,manni
india,bihar,vaishali,lalganj
south africa,eastern cape,cacadu,cookhouse
zambia,lusaka,lusaka,kabwata
turkey,mugla,bodrum,bodrum
democratic republic of congo,nord-kivu,nord-kivu,katale
gambia,western,kombo saint mary,mandinari
pakistan,sindh,sanghar,khipro
india,maharashtra,thane,titwala
india,west bengal,hooghly,arambagh
afghanistan,laghman,alishing,qalatak
tunisia,sfax,mahres,nakta
afghanistan,ghazni,gelan,ghojan
india,andhra pradesh,krishna,vijayawada
syria,aleppo,jarablus,tokhar
democratic republic of congo,katanga,tanganyka,tanganyika
india,haryana,sonipat,deepalpur
india,bihar,darbhanga,laheriasarai
iran,mazandaran,qaem shahr,mian rud
nigeria,katsina,daura,daura
india,jammu and kashmir,ramban,batoti
indonesia,west java,bandung,soreang
bangladesh,dhaka,dhaka,ward no-14 (part)
zimbabwe,harare,harare,manyame
nigeria,plateau,barkin ladi,kogi
senegal,sedhiou,bounkiling,bounkiling
iran,isfahan,fereydan,daran
pakistan,sindh,khairpur,tando mir ali
nepal,central,janakpur,manthali
south sudan,jonglei,bor south,pariak
nepal,far-western,mahakali,dodhara
india,jammu and kashmir,udhampur,bakal
sudan,khartoum,khartoum north,halfayat al muluk
pakistan,sindh,khairpur,garhi mori
libya,al marj,al marj,ad dirsyah
india,assam,golaghat,sarupathar
yemen,ad dali,qaatabah,al jabarah
iran,khuzestan,bavi,mollasani
somalia,shabeellaha hoose,wanla weyn,beled amin
india,punjab,muktsar,doda
burundi,ruyigi,gisuru,mayenga
palestine,west bank,al khalil,mukhayyam al fawwar
ethiopia,oromia,mirab welega,ayra
somalia,banaadir,mogadisho,xamar bile
sudan,blue nile,el kurmuk,barfa
sierra leone,northern,koinadugu,musaia
pakistan,sindh,khairpur,jani buriro
burundi,makamba,makamba,makamba
mali,kidal,abeibara,tin zaouaten
cambodia,banteay stoung,banteay stoung,stoung
palestine,west bank,ramallah,al janiyah
iraq,sulaymaniyah,halabja,halabja
guinea,faranah,kissidougou,dendou
syria,aleppo,afrin,hassan kalkawi
angola,bengo,nambuangongo,onzo
india,meghalaya,north garo hills,kharkutta
south africa,eastern cape,amathole,komgha
syria,rural damascus,at tall,sidnaya military prison
bangladesh,khulna,khulna,koyra
kenya,mandera,mandera east,mandera
south africa,western cape,west coast,lamberts bay
syria,hama,as-salamiyeh,neimiyeh
sierra leone,northern,bombali,kathantha
angola,moxico,cameia,lumege
afghanistan,khost,spera,spera
india,jammu and kashmir,anantnag,dialgam
india,punjab,fazilka,arniwala
somalia,gedo,luuq,ceel boon
somalia,bay,baydhabo,shiikh asharow
nigeria,borno,konduga,kagalmari
yemen,sadah,kitaf wa al boqee,wadi al fara
somalia,mudug,gaalkacyo,tulo qorax
india,rajasthan,sawai madhopur,sawai madhopur
bangladesh,khulna,jessore,benapole paurashava
pakistan,punjab,toba tek singh,pir mahal
democratic republic of congo,sud-kivu,sud-kivu,mule
syria,al-hasakeh,al-malikeyyeh,semalka border crossing
cameroon,extreme-nord,mayo-sava,meleri
tunisia,jendouba,jendouba nord,jendouba
india,jammu and kashmir,bandipora,lowdara
sierra leone,northern,kambia,gboray laya
tanzania,zanzibar north,kaskazini b,mnazi mmoja
india,jammu and kashmir,kishtwar,hasti
pakistan,fata,bajaur agency,mamond
india,goa,north goa,pernem
pakistan,punjab,sialkot,zafarwal
uganda,wakiso,busiiro,kyengera
democratic republic of congo,nord-kivu,nord-kivu,abia
sudan,north darfur,kornoi,abu gamra
nigeria,jigawa,birni kudu,birnin kudu
india,gujarat,gandhinagar,moti bhoyan
india,bihar,gaya,tikari
india,himachal pradesh,mandi,kotli
sri lanka,northern,kilinochchi,pachchilapalli
sudan,equatoria,western equatoria,rii-yubu
nigeria,nasarawa,lafia,achigogo
rwanda,iburengerazuba,rusizi,nyungwe forest
burundi,bururi,rumonge,kizuka
nigeria,osun,aiyedade,gbongan
sudan,equatoria,eastern equatoria,logire
democratic republic of congo,orientale,haut-uele,diagbe
syria,ar-raqqa,ar-raqqa,hweijet shnan
burundi,cankuzo,cankuzo,mugozi
yemen,lahij,al had,bani bakr
syria,ar-raqqa,tell abiad,laqta
pakistan,punjab,sahiwal,harappa
india,tripura,south tripura,karbook
bangladesh,dhaka,gazipur,pubail
india,assam,chirang,basugaon
syria,hama,hama,hawayes un jern
syria,aleppo,afrin,utmanli
syria,hama,muhradah,sher
burkina faso,centre-sud,bazega,sapone
sierra leone,northern,koinadugu,serekolia
kenya,embu,mbeere north,kangaru
sudan,south darfur,bielel,hashaba
somalia,shabeellaha hoose,baraawe,marian guwaay
india,haryana,rohtak,chamaria
central african republic,ouham pende,bossemtele,bossemptele
sudan,south kordofan,el abassiya,el habila
south africa,eastern cape,cacadu,hankey
pakistan,khyber pakhtunkhwa,peshawar,maryamzai
india,punjab,tarn taran,khalra
india,kerala,palakkad,ellappuly
burundi,makamba,makamba,gasaka
djibouti,ali sabieh,ali sabeh,lake abbe
pakistan,khyber pakhtunkhwa,charsadda,amirabad
egypt,sharkia,al husayniya,manzala
bangladesh,dhaka,dhaka,ward no-21
zimbabwe,mashonaland west,zvimba,mutorashanga
namibia,karas,berseba,karas
pakistan,fata,mohmand agency,sheikhan
somalia,shabeellaha dhexe,jowhar,carmoole
pakistan,sindh,thatta,goth muhammad khan
democratic republic of congo,kasai-oriental,kabinda,mwene-ditu
libya,tarhunah-masallatah,misratah,tininai
pakistan,fata,north waziristan agency,darpa khel
burundi,makamba,nyanza-lac,gitara
pakistan,balochistan,kachhi,dadhar
india,jammu and kashmir,baramulla,pattan
india,haryana,rewari,rewari
algeria,bejaia,melbou,boulzazene
south africa,limpopo,mopani,rotterdam
india,odisha,dhenkanal,bhalumunda
israel,hamerkaz,rehovot,rehovot
india,karnataka,udupi,perdur
democratic republic of congo,sud-kivu,sud-kivu,katule
sudan,south darfur,nyala,um gasum
mozambique,sofala,gorongosa,garangata
nepal,central,janakpur,jhule
nigeria,imo,owerri west,umuoguma
cameroon,sud-ouest,fako,bavenga
palestine,gaza strip,north gaza,atatra
nepal,central,bagmati,nuwakot
india,gujarat,surendranagar,surendranagar
